// ID;CLIENTEID;PRODUCTO;CATEGORIA;PRECIO;CORREO
1769;1769;TROFAST;Children's furniture;275.0;leaguel255@gmail.com
1770;1770;STUVA / FRITIDS;Children's furniture;1545.0;leaguel255@gmail.com
1771;1771;GODISHUS;Children's furniture;395.0;leaguel255@gmail.com
1772;1772;ÖRFJÄLL;Children's furniture;195.0;leaguel255@gmail.com
1773;1773;TROGEN;Children's furniture;89.0;leaguel255@gmail.com
1774;1774;TROFAST;Children's furniture;125.0;leaguel255@gmail.com
1775;1775;BUSSAN;Children's furniture;525.0;leaguel255@gmail.com
1776;1776;FLISAT;Children's furniture;89.0;leaguel255@gmail.com
1777;1777;BUSUNGE;Children's furniture;395.0;leaguel255@gmail.com
1778;1778;PÅHL;Children's furniture;100.0;leaguel255@gmail.com
1779;1779;BOLMEN;Children's furniture;22.0;leaguel255@gmail.com
1780;1780;BUSA;Children's furniture;89.0;leaguel255@gmail.com
1781;1781;TROFAST;Children's furniture;365.0;leaguel255@gmail.com
1782;1782;TROFAST;Children's furniture;250.0;leaguel255@gmail.com
1783;1783;AGAM;Children's furniture;195.0;leaguel255@gmail.com
1784;1784;SUNDVIK;Children's furniture;140.0;leaguel255@gmail.com
1785;1785;PÅHL;Children's furniture;395.0;leaguel255@gmail.com
1786;1786;TROFAST;Children's furniture;350.0;leaguel255@gmail.com
1787;1787;SUNDVIK;Children's furniture;1095.0;leaguel255@gmail.com
1788;1788;TROFAST;Children's furniture;15.0;leaguel255@gmail.com
1789;1789;FLISAT;Children's furniture;449.0;leaguel255@gmail.com
1790;1790;LANGUR;Children's furniture;345.0;leaguel255@gmail.com
1791;1791;TROFAST;Children's furniture;30.0;leaguel255@gmail.com
1792;1792;BUSUNGE;Children's furniture;645.0;leaguel255@gmail.com
1793;1793;VIMUND;Children's furniture;299.0;leaguel255@gmail.com
1794;1794;SUNDVIK;Children's furniture;125.0;leaguel255@gmail.com
1795;1795;BUSUNGE;Children's furniture;645.0;leaguel255@gmail.com
1796;1796;TROFAST;Children's furniture;475.0;leaguel255@gmail.com
1797;1797;STUVA / FRITIDS;Children's furniture;830.0;leaguel255@gmail.com
1798;1798;TROFAST;Children's furniture;10.0;leaguel255@gmail.com
1799;1799;TROFAST;Children's furniture;25.0;leaguel255@gmail.com
1800;1800;LANGUR;Children's furniture;35.0;leaguel255@gmail.com
1801;1801;UTTER;Children's furniture;25.0;leaguel255@gmail.com
1802;1802;YPPERLIG;Children's furniture;665.0;leaguel255@gmail.com
1803;1803;ÖRFJÄLL;Children's furniture;195.0;leaguel255@gmail.com
1804;1804;STUVA / FRITIDS;Children's furniture;1225.0;leaguel255@gmail.com
1805;1805;PÅHL;Children's furniture;450.0;leaguel255@gmail.com
1806;1806;BUSUNGE;Children's furniture;395.0;leaguel255@gmail.com
1807;1807;TROFAST;Children's furniture;15.0;leaguel255@gmail.com
1808;1808;TROFAST;Children's furniture;5.0;leaguel255@gmail.com
1809;1809;STUVA / FRITIDS;Children's furniture;375.0;leaguel255@gmail.com
1810;1810;SUNDVIK;Children's furniture;1095.0;leaguel255@gmail.com
1811;1811;TROFAST;Children's furniture;55.0;leaguel255@gmail.com
1812;1812;TROFAST;Children's furniture;275.0;leaguel255@gmail.com
1813;1813;STUVA / FRITIDS;Children's furniture;415.0;leaguel255@gmail.com
1814;1814;PÅHL;Children's furniture;295.0;leaguel255@gmail.com
1815;1815;PÅHL;Children's furniture;325.0;leaguel255@gmail.com
1816;1816;JULES;Children's furniture;255.0;leaguel255@gmail.com
1817;1817;TROFAST;Children's furniture;385.0;leaguel255@gmail.com
1818;1818;STUVA;Children's furniture;175.0;leaguel255@gmail.com
1819;1819;BUNSÖ;Children's furniture;69.0;leaguel255@gmail.com
1820;1820;STUVA / FRITIDS;Children's furniture;675.0;leaguel255@gmail.com
1821;1821;STUVA / FRITIDS;Children's furniture;545.0;leaguel255@gmail.com
1822;1822;LANGUR;Children's furniture;400.0;leaguel255@gmail.com
1823;1823;TROFAST;Children's furniture;150.0;leaguel255@gmail.com
1824;1824;TROFAST;Children's furniture;240.0;leaguel255@gmail.com
1825;1825;POÄNG;Children's furniture;45.0;leaguel255@gmail.com
1826;1826;TROFAST;Children's furniture;165.0;leaguel255@gmail.com
1827;1827;TROFAST;Children's furniture;260.0;leaguel255@gmail.com
1828;1828;POÄNG;Children's furniture;134.0;leaguel255@gmail.com
1829;1829;PÅHL;Children's furniture;420.0;leaguel255@gmail.com
1830;1830;PÅHL;Children's furniture;425.0;leaguel255@gmail.com
1831;1831;TROFAST;Children's furniture;10.0;leaguel255@gmail.com
1832;1832;SLÄKT;Children's furniture;295.0;leaguel255@gmail.com
1833;1833;INGOLF;Children's furniture;275.0;leaguel255@gmail.com
1834;1834;TROFAST;Children's furniture;5.0;leaguel255@gmail.com
1835;1835;TROFAST;Children's furniture;320.0;leaguel255@gmail.com
1836;1836;TROFAST;Children's furniture;195.0;leaguel255@gmail.com
1837;1837;AGAM;Children's furniture;195.0;leaguel255@gmail.com
1838;1838;TROFAST;Children's furniture;395.0;leaguel255@gmail.com
1839;1839;TROFAST;Children's furniture;10.0;leaguel255@gmail.com
1840;1840;TROFAST;Children's furniture;200.0;leaguel255@gmail.com
1841;1841;INGOLF;Children's furniture;220.0;leaguel255@gmail.com
1842;1842;TROFAST;Children's furniture;410.0;leaguel255@gmail.com
1843;1843;YPPERLIG;Children's furniture;195.0;leaguel255@gmail.com
1844;1844;STUVA / FRITIDS;Children's furniture;730.0;leaguel255@gmail.com
1845;1845;URBAN;Children's furniture;225.0;leaguel255@gmail.com
1846;1846;TROFAST;Children's furniture;175.0;leaguel255@gmail.com
1847;1847;LANGUR;Children's furniture;235.0;leaguel255@gmail.com
1848;1848;TROFAST;Children's furniture;15.0;leaguel255@gmail.com
1849;1849;TROFAST;Children's furniture;15.0;leaguel255@gmail.com
1850;1850;YPPERLIG;Children's furniture;275.0;leaguel255@gmail.com
1851;1851;SMÅGÖRA;Nursery furniture;595.0;leaguel255@gmail.com
1852;1852;SMÅGÖRA;Nursery furniture;495.0;leaguel255@gmail.com
1853;1853;SMÅGÖRA;Nursery furniture;370.0;leaguel255@gmail.com
1854;1854;SMÅGÖRA;Nursery furniture;275.0;leaguel255@gmail.com
1855;1855;SMÅGÖRA;Nursery furniture;465.0;leaguel255@gmail.com
1856;1856;SNIGLAR;Nursery furniture;295.0;leaguel255@gmail.com
1857;1857;ANTILOP;Nursery furniture;110.0;leaguel255@gmail.com
1858;1858;VÄDRA;Nursery furniture;95.0;leaguel255@gmail.com
1859;1859;SOLGUL;Nursery furniture;395.0;leaguel255@gmail.com
1860;1860;SUNDVIK;Nursery furniture;695.0;leaguel255@gmail.com
1861;1861;GODISHUS;Nursery furniture;395.0;leaguel255@gmail.com
1862;1862;VÄDRA;Nursery furniture;30.0;leaguel255@gmail.com
1863;1863;ÖNSKLIG;Nursery furniture;59.0;leaguel255@gmail.com
1864;1864;ANTILOP;Nursery furniture;16.0;leaguel255@gmail.com
1865;1865;SNIGLAR;Nursery furniture;145.0;leaguel255@gmail.com
1866;1866;TROFAST;Nursery furniture;365.0;leaguel255@gmail.com
1867;1867;STUVA / FRITIDS;Nursery furniture;995.0;leaguel255@gmail.com
1868;1868;GULLIVER;Nursery furniture;595.0;leaguel255@gmail.com
1869;1869;ANTILOP;Nursery furniture;85.0;leaguel255@gmail.com
1870;1870;LEN;Nursery furniture;89.0;leaguel255@gmail.com
1871;1871;STUVA / FRITIDS;Nursery furniture;810.0;leaguel255@gmail.com
1872;1872;SUNDVIK;Nursery furniture;1095.0;leaguel255@gmail.com
1873;1873;STUVA / FRITIDS;Nursery furniture;830.0;leaguel255@gmail.com
1874;1874;GONATT;Nursery furniture;1095.0;leaguel255@gmail.com
1875;1875;LANGUR;Nursery furniture;50.0;leaguel255@gmail.com
1876;1876;BUSUNGE;Nursery furniture;645.0;leaguel255@gmail.com
1877;1877;SUNDVIK;Nursery furniture;695.0;leaguel255@gmail.com
1878;1878;GULLIVER;Nursery furniture;795.0;leaguel255@gmail.com
1879;1879;STUVA / FRITIDS;Nursery furniture;1545.0;leaguel255@gmail.com
1880;1880;GODISHUS;Nursery furniture;295.0;leaguel255@gmail.com
1881;1881;STUVA / FRITIDS;Nursery furniture;425.0;leaguel255@gmail.com
1882;1882;SKÖTSAM;Nursery furniture;25.0;leaguel255@gmail.com
1883;1883;TROFAST;Nursery furniture;155.0;leaguel255@gmail.com
1884;1884;SUNDVIK;Nursery furniture;995.0;leaguel255@gmail.com
1885;1885;ANTILOP;Nursery furniture;20.0;leaguel255@gmail.com
1886;1886;ANTILOP;Nursery furniture;20.0;leaguel255@gmail.com
1887;1887;TROFAST;Nursery furniture;195.0;leaguel255@gmail.com
1888;1888;TROFAST;Nursery furniture;250.0;leaguel255@gmail.com
1889;1889;STUVA / FRITIDS;Nursery furniture;395.0;leaguel255@gmail.com
1890;1890;SUNDVIK;Nursery furniture;1095.0;leaguel255@gmail.com
1891;1891;STUVA / FÖLJA;Nursery furniture;825.0;leaguel255@gmail.com
1892;1892;BUSUNGE;Nursery furniture;645.0;leaguel255@gmail.com
1893;1893;STUVA / FRITIDS;Nursery furniture;1225.0;leaguel255@gmail.com
1894;1894;TROFAST;Nursery furniture;55.0;leaguel255@gmail.com
1895;1895;TROFAST;Nursery furniture;245.0;leaguel255@gmail.com
1896;1896;STUVA / FRITIDS;Nursery furniture;995.0;leaguel255@gmail.com
1897;1897;TROFAST;Nursery furniture;275.0;leaguel255@gmail.com
1898;1898;TROFAST;Nursery furniture;395.0;leaguel255@gmail.com
1899;1899;TROFAST;Nursery furniture;475.0;leaguel255@gmail.com
1900;1900;TROFAST;Nursery furniture;5.0;leaguel255@gmail.com
1901;1901;SMÅGÖRA;Nursery furniture;95.0;leaguel255@gmail.com
1902;1902;TROFAST;Nursery furniture;350.0;leaguel255@gmail.com
1903;1903;LANGUR;Nursery furniture;400.0;leaguel255@gmail.com
1904;1904;STUVA / FRITIDS;Nursery furniture;730.0;leaguel255@gmail.com
1905;1905;STUVA / FRITIDS;Nursery furniture;995.0;leaguel255@gmail.com
1906;1906;STUVA;Nursery furniture;545.0;leaguel255@gmail.com
1907;1907;BLÅMES;Nursery furniture;375.0;leaguel255@gmail.com
1908;1908;SUNDVIK;Nursery furniture;796.0;leaguel255@gmail.com
1909;1909;TROFAST;Nursery furniture;30.0;leaguel255@gmail.com
1910;1910;TROFAST;Nursery furniture;125.0;leaguel255@gmail.com
1911;1911;TROFAST;Nursery furniture;10.0;leaguel255@gmail.com
1912;1912;ANTILOP;Nursery furniture;25.0;leaguel255@gmail.com
1913;1913;LANGUR;Nursery furniture;345.0;leaguel255@gmail.com
1914;1914;TROFAST;Nursery furniture;350.0;leaguel255@gmail.com
1915;1915;LANGUR;Nursery furniture;110.0;leaguel255@gmail.com
1916;1916;STUVA / FRITIDS;Nursery furniture;995.0;leaguel255@gmail.com
1917;1917;TROFAST;Nursery furniture;365.0;leaguel255@gmail.com
1918;1918;TROFAST;Nursery furniture;5.0;leaguel255@gmail.com
1919;1919;TROFAST;Nursery furniture;385.0;leaguel255@gmail.com
1920;1920;TROFAST;Nursery furniture;410.0;leaguel255@gmail.com
1921;1921;TROFAST;Nursery furniture;10.0;leaguel255@gmail.com
1922;1922;TROFAST;Nursery furniture;395.0;leaguel255@gmail.com
1923;1923;STUVA / FRITIDS;Nursery furniture;375.0;leaguel255@gmail.com
1924;1924;TROFAST;Nursery furniture;200.0;leaguel255@gmail.com
1925;1925;TROFAST;Nursery furniture;175.0;leaguel255@gmail.com
1926;1926;GONATT;Nursery furniture;1095.0;leaguel255@gmail.com
1927;1927;BUSUNGE;Nursery furniture;395.0;leaguel255@gmail.com
1928;1928;BUSUNGE;Nursery furniture;395.0;leaguel255@gmail.com
1929;1929;TROFAST;Nursery furniture;15.0;leaguel255@gmail.com
1930;1930;TROFAST;Nursery furniture;195.0;leaguel255@gmail.com
1931;1931;TROFAST;Nursery furniture;240.0;leaguel255@gmail.com
1932;1932;STUVA / FRITIDS;Nursery furniture;545.0;leaguel255@gmail.com
1933;1933;STUVA / FRITIDS;Nursery furniture;675.0;leaguel255@gmail.com
1934;1934;TROFAST;Nursery furniture;260.0;leaguel255@gmail.com
1935;1935;LANGUR;Nursery furniture;55.0;leaguel255@gmail.com
1936;1936;TROFAST;Nursery furniture;195.0;leaguel255@gmail.com
1937;1937;TROFAST;Nursery furniture;275.0;leaguel255@gmail.com
1938;1938;TROFAST;Nursery furniture;150.0;leaguel255@gmail.com
1939;1939;TROFAST;Nursery furniture;320.0;leaguel255@gmail.com
1940;1940;TROFAST;Nursery furniture;25.0;leaguel255@gmail.com
1941;1941;STUVA / FRITIDS;Nursery furniture;415.0;leaguel255@gmail.com
1942;1942;STUVA / FÖLJA;Nursery furniture;985.0;leaguel255@gmail.com
1943;1943;TROFAST;Nursery furniture;165.0;leaguel255@gmail.com
1944;1944;TROFAST;Nursery furniture;15.0;leaguel255@gmail.com
1945;1945;TROFAST;Nursery furniture;15.0;leaguel255@gmail.com
1946;1946;TROFAST;Nursery furniture;10.0;leaguel255@gmail.com
1947;1947;TROFAST;Nursery furniture;15.0;leaguel255@gmail.com
1948;1948;TÄRNÖ;Outdoor furniture;199.0;leaguel255@gmail.com
1949;1949;GÅRÖ / FREDÖN;Outdoor furniture;564.0;leaguel255@gmail.com
1950;1950;FALHOLMEN;Outdoor furniture;1431.0;leaguel255@gmail.com
1951;1951;ÄPPLARÖ;Outdoor furniture;205.0;leaguel255@gmail.com
1952;1952;ÄPPLARÖ;Outdoor furniture;445.0;leaguel255@gmail.com
1953;1953;MASTHOLMEN;Outdoor furniture;984.0;leaguel255@gmail.com
1954;1954;ÄPPLARÖ;Outdoor furniture;3442.0;leaguel255@gmail.com
1955;1955;TOSTERÖ;Outdoor furniture;175.0;leaguel255@gmail.com
1956;1956;ÄPPLARÖ;Outdoor furniture;384.0;leaguel255@gmail.com
1957;1957;BROMMÖ;Outdoor furniture;205.0;leaguel255@gmail.com
1958;1958;ÄPPLARÖ;Outdoor furniture;1786.0;leaguel255@gmail.com
1959;1959;FREDÖN;Outdoor furniture;225.0;leaguel255@gmail.com
1960;1960;RESÖ;Outdoor furniture;205.0;leaguel255@gmail.com
1961;1961;ÄPPLARÖ;Outdoor furniture;99.0;leaguel255@gmail.com
1962;1962;ÄPPLARÖ;Outdoor furniture;2576.0;leaguel255@gmail.com
1963;1963;ÄPPLARÖ;Outdoor furniture;841.0;leaguel255@gmail.com
1964;1964;TOSTERÖ;Outdoor furniture;79.0;leaguel255@gmail.com
1965;1965;ÄPPLARÖ;Outdoor furniture;2781.0;leaguel255@gmail.com
1966;1966;HAVSTEN;Outdoor furniture;950.0;leaguel255@gmail.com
1967;1967;KROKHOLMEN;Outdoor furniture;175.0;leaguel255@gmail.com
1968;1968;ÄPPLARÖ;Outdoor furniture;255.0;leaguel255@gmail.com
1969;1969;FALHOLMEN;Outdoor furniture;155.0;leaguel255@gmail.com
1970;1970;ÄPPLARÖ;Outdoor furniture;255.0;leaguel255@gmail.com
1971;1971;SOLLERÖN;Outdoor furniture;4783.0;leaguel255@gmail.com
1972;1972;ÄPPLARÖ;Outdoor furniture;519.0;leaguel255@gmail.com
1973;1973;VÄDDÖ;Outdoor furniture;477.0;leaguel255@gmail.com
1974;1974;HÅLLÖ;Outdoor furniture;245.0;leaguel255@gmail.com
1975;1975;SJÄLLAND;Outdoor furniture;180.0;leaguel255@gmail.com
1976;1976;MASTHOLMEN;Outdoor furniture;465.0;leaguel255@gmail.com
1977;1977;ASKHOLMEN;Outdoor furniture;465.0;leaguel255@gmail.com
1978;1978;ASKHOLMEN;Outdoor furniture;771.0;leaguel255@gmail.com
1979;1979;STACKHOLMEN;Outdoor furniture;125.0;leaguel255@gmail.com
1980;1980;ÄPPLARÖ;Outdoor furniture;275.0;leaguel255@gmail.com
1981;1981;ÄPPLARÖ;Outdoor furniture;395.0;leaguel255@gmail.com
1982;1982;HAVSTEN;Outdoor furniture;4785.0;leaguel255@gmail.com
1983;1983;ÄPPLARÖ;Outdoor furniture;2384.0;leaguel255@gmail.com
1984;1984;ÄPPLARÖ;Outdoor furniture;675.0;leaguel255@gmail.com
1985;1985;TOSTERÖ;Outdoor furniture;103.0;leaguel255@gmail.com
1986;1986;VÄDDÖ;Outdoor furniture;261.0;leaguel255@gmail.com
1987;1987;ÄPPLARÖ;Outdoor furniture;745.0;leaguel255@gmail.com
1988;1988;ÄPPLARÖ;Outdoor furniture;1961.0;leaguel255@gmail.com
1989;1989;TÄRNÖ;Outdoor furniture;89.0;leaguel255@gmail.com
1990;1990;ASKHOLMEN;Outdoor furniture;255.0;leaguel255@gmail.com
1991;1991;SKARPÖ;Outdoor furniture;179.0;leaguel255@gmail.com
1992;1992;MASTHOLMEN;Outdoor furniture;255.0;leaguel255@gmail.com
1993;1993;BENÖ;Outdoor furniture;9.0;leaguel255@gmail.com
1994;1994;TÄRNÖ;Outdoor furniture;55.0;leaguel255@gmail.com
1995;1995;SOLLERÖN;Outdoor furniture;395.0;leaguel255@gmail.com
1996;1996;ÄPPLARÖ;Outdoor furniture;4145.0;leaguel255@gmail.com
1997;1997;ÄPPLARÖ;Outdoor furniture;205.0;leaguel255@gmail.com
1998;1998;ÄPPLARÖ;Outdoor furniture;2965.0;leaguel255@gmail.com
1999;1999;ÄPPLARÖ;Outdoor furniture;2034.0;leaguel255@gmail.com
2000;2000;MASTHOLMEN;Outdoor furniture;2115.0;leaguel255@gmail.com
2001;2001;ÄPPLARÖ;Outdoor furniture;2875.0;leaguel255@gmail.com
2002;2002;KUDDARNA;Outdoor furniture;45.0;leaguel255@gmail.com
2003;2003;VÄDDÖ;Outdoor furniture;35.4;leaguel255@gmail.com
2004;2004;INNAMO;Outdoor furniture;107.4;leaguel255@gmail.com
2005;2005;ÄPPLARÖ;Outdoor furniture;309.0;leaguel255@gmail.com
2006;2006;TOSTERÖ;Outdoor furniture;75.0;leaguel255@gmail.com
2007;2007;ASKHOLMEN;Outdoor furniture;467.0;leaguel255@gmail.com
2008;2008;VÄDDÖ;Outdoor furniture;111.0;leaguel255@gmail.com
2009;2009;LÄCKÖ;Outdoor furniture;493.0;leaguel255@gmail.com
2010;2010;ÄPPLARÖ;Outdoor furniture;1588.0;leaguel255@gmail.com
2011;2011;TOSTERÖ;Outdoor furniture;103.0;leaguel255@gmail.com
2012;2012;KUDDARNA;Outdoor furniture;95.0;leaguel255@gmail.com
2013;2013;SJÄLLAND;Outdoor furniture;974.0;leaguel255@gmail.com
2014;2014;BUSSAN;Outdoor furniture;525.0;leaguel255@gmail.com
2015;2015;ÄPPLARÖ;Outdoor furniture;745.0;leaguel255@gmail.com
2016;2016;GÅRÖ;Outdoor furniture;339.0;leaguel255@gmail.com
2017;2017;HAVSTEN;Outdoor furniture;2975.0;leaguel255@gmail.com
2018;2018;KUNGSHOLMEN;Outdoor furniture;2792.8;leaguel255@gmail.com
2019;2019;ASKHOLMEN;Outdoor furniture;149.0;leaguel255@gmail.com
2020;2020;FEJAN;Outdoor furniture;59.0;leaguel255@gmail.com
2021;2021;ÄPPLARÖ;Outdoor furniture;542.0;leaguel255@gmail.com
2022;2022;FRÖSÖN;Outdoor furniture;39.0;leaguel255@gmail.com
2023;2023;SOLLERÖN;Outdoor furniture;345.0;leaguel255@gmail.com
2024;2024;FANBYN;Outdoor furniture;295.0;leaguel255@gmail.com
2025;2025;UTTER;Outdoor furniture;45.0;leaguel255@gmail.com
2026;2026;ÄPPLARÖ;Outdoor furniture;175.0;leaguel255@gmail.com
2027;2027;IKEA PS VÅGÖ;Outdoor furniture;139.0;leaguel255@gmail.com
2028;2028;ASKHOLMEN;Outdoor furniture;155.0;leaguel255@gmail.com
2029;2029;PRÄSTHOLM;Outdoor furniture;695.0;leaguel255@gmail.com
2030;2030;SOLLERÖN;Outdoor furniture;3746.0;leaguel255@gmail.com
2031;2031;KUDDARNA;Outdoor furniture;75.0;leaguel255@gmail.com
2032;2032;YTTERÖN;Outdoor furniture;39.0;leaguel255@gmail.com
2033;2033;FALHOLMEN;Outdoor furniture;415.0;leaguel255@gmail.com
2034;2034;LÄCKÖ;Outdoor furniture;149.0;leaguel255@gmail.com
2035;2035;KUNGSHOLMEN;Outdoor furniture;311.4;leaguel255@gmail.com
2036;2036;SJÄLLAND;Outdoor furniture;3286.0;leaguel255@gmail.com
2037;2037;MAMMUT;Outdoor furniture;59.0;leaguel255@gmail.com
2038;2038;FANBYN;Outdoor furniture;275.0;leaguel255@gmail.com
2039;2039;KUDDARNA;Outdoor furniture;95.0;leaguel255@gmail.com
2040;2040;TOSTERÖ;Outdoor furniture;103.0;leaguel255@gmail.com
2041;2041;SJÄLLAND;Outdoor furniture;316.0;leaguel255@gmail.com
2042;2042;HUSARÖ;Outdoor furniture;245.0;leaguel255@gmail.com
2043;2043;LÄCKÖ;Outdoor furniture;195.0;leaguel255@gmail.com
2044;2044;SOLLERÖN;Outdoor furniture;5144.0;leaguel255@gmail.com
2045;2045;SOLLERÖN;Outdoor furniture;3206.0;leaguel255@gmail.com
2046;2046;MAMMUT;Outdoor furniture;29.0;leaguel255@gmail.com
2047;2047;VÄDDÖ;Outdoor furniture;177.0;leaguel255@gmail.com
2048;2048;FRÖSÖN;Outdoor furniture;17.4;leaguel255@gmail.com
2049;2049;SJÄLLAND;Outdoor furniture;2196.0;leaguel255@gmail.com
2050;2050;SVANÖ;Outdoor furniture;495.0;leaguel255@gmail.com
2051;2051;ÄPPLARÖ;Outdoor furniture;1445.0;leaguel255@gmail.com
2052;2052;TORHOLMEN;Outdoor furniture;785.0;leaguel255@gmail.com
2053;2053;ÄPPLARÖ;Outdoor furniture;425.0;leaguel255@gmail.com
2054;2054;KROKHOLMEN;Outdoor furniture;175.0;leaguel255@gmail.com
2055;2055;SOLLERÖN;Outdoor furniture;519.0;leaguel255@gmail.com
2056;2056;SOLLERÖN;Outdoor furniture;3781.0;leaguel255@gmail.com
2057;2057;VÄDDÖ;Outdoor furniture;75.0;leaguel255@gmail.com
2058;2058;HÅLLÖ;Outdoor furniture;49.0;leaguel255@gmail.com
2059;2059;FRÖSÖN;Outdoor furniture;65.0;leaguel255@gmail.com
2060;2060;SJÄLLAND;Outdoor furniture;1727.0;leaguel255@gmail.com
2061;2061;MAMMUT;Outdoor furniture;59.0;leaguel255@gmail.com
2062;2062;HAVSTEN;Outdoor furniture;2170.0;leaguel255@gmail.com
2063;2063;BRUSEN;Outdoor furniture;1036.0;leaguel255@gmail.com
2064;2064;FRÖSÖN/DUVHOLMEN;Outdoor furniture;150.0;leaguel255@gmail.com
2065;2065;ÄPPLARÖ;Outdoor furniture;2275.0;leaguel255@gmail.com
2066;2066;ASKHOLMEN;Outdoor furniture;129.0;leaguel255@gmail.com
2067;2067;YTTERÖN;Outdoor furniture;27.0;leaguel255@gmail.com
2068;2068;KUDDARNA;Outdoor furniture;39.0;leaguel255@gmail.com
2069;2069;YTTERÖN;Outdoor furniture;99.0;leaguel255@gmail.com
2070;2070;STEGÖN;Outdoor furniture;16.2;leaguel255@gmail.com
2071;2071;SJÄLLAND;Outdoor furniture;1900.0;leaguel255@gmail.com
2072;2072;SJÄLLAND;Outdoor furniture;636.0;leaguel255@gmail.com
2073;2073;ÄPPLARÖ;Outdoor furniture;1095.0;leaguel255@gmail.com
2074;2074;SOLLERÖN;Outdoor furniture;2016.0;leaguel255@gmail.com
2075;2075;SJÄLLAND;Outdoor furniture;2636.0;leaguel255@gmail.com
2076;2076;ASKHOLMEN;Outdoor furniture;323.0;leaguel255@gmail.com
2077;2077;TRANARÖ;Outdoor furniture;95.0;leaguel255@gmail.com
2078;2078;SJÄLLAND;Outdoor furniture;340.0;leaguel255@gmail.com
2079;2079;SALTHOLMEN;Outdoor furniture;445.0;leaguel255@gmail.com
2080;2080;SALTHOLMEN;Outdoor furniture;195.0;leaguel255@gmail.com
2081;2081;SOLLERÖN;Outdoor furniture;1238.0;leaguel255@gmail.com
2082;2082;HAVSTEN;Outdoor furniture;4070.0;leaguel255@gmail.com
2083;2083;SOLLERÖN;Outdoor furniture;4888.0;leaguel255@gmail.com
2084;2084;SJÄLLAND;Outdoor furniture;380.0;leaguel255@gmail.com
2085;2085;FRÖSÖN/DUVHOLMEN;Outdoor furniture;29.4;leaguel255@gmail.com
2086;2086;SJÄLLAND;Outdoor furniture;1679.0;leaguel255@gmail.com
2087;2087;KUNGSHOLMEN;Outdoor furniture;1668.0;leaguel255@gmail.com
2088;2088;ÄPPLARÖ;Outdoor furniture;2000.0;leaguel255@gmail.com
2089;2089;KUNGSHOLMEN;Outdoor furniture;544.4;leaguel255@gmail.com
2090;2090;KUNGSHOLMEN;Outdoor furniture;2160.4;leaguel255@gmail.com
2091;2091;UTTER;Outdoor furniture;25.0;leaguel255@gmail.com
2092;2092;HUSARÖ;Outdoor furniture;495.0;leaguel255@gmail.com
2093;2093;SJÄLLAND;Outdoor furniture;316.0;leaguel255@gmail.com
2094;2094;BUNSÖ;Outdoor furniture;69.0;leaguel255@gmail.com
2095;2095;SJÄLLAND;Outdoor furniture;276.0;leaguel255@gmail.com
2096;2096;ÄPPLARÖ;Outdoor furniture;1845.0;leaguel255@gmail.com
2097;2097;DUVHOLMEN;Outdoor furniture;15.0;leaguel255@gmail.com
2098;2098;SOLLERÖN;Outdoor furniture;460.0;leaguel255@gmail.com
2099;2099;SJÄLLAND;Outdoor furniture;356.0;leaguel255@gmail.com
2100;2100;HAVSTEN;Outdoor furniture;3925.0;leaguel255@gmail.com
2101;2101;SOLLERÖN;Outdoor furniture;1773.0;leaguel255@gmail.com
2102;2102;SOLLERÖN;Outdoor furniture;2412.0;leaguel255@gmail.com
2103;2103;FRÖSÖN;Outdoor furniture;14.4;leaguel255@gmail.com
2104;2104;KUDDARNA;Outdoor furniture;29.0;leaguel255@gmail.com
2105;2105;DUVHOLMEN;Outdoor furniture;49.0;leaguel255@gmail.com
2106;2106;SJÄLLAND;Outdoor furniture;260.0;leaguel255@gmail.com
2107;2107;FRÖSÖN/DUVHOLMEN;Outdoor furniture;88.0;leaguel255@gmail.com
2108;2108;SJÄLLAND;Outdoor furniture;340.0;leaguel255@gmail.com
2109;2109;SJÄLLAND;Outdoor furniture;1780.0;leaguel255@gmail.com
2110;2110;FREKVENS;Outdoor furniture;619.0;leaguel255@gmail.com
2111;2111;SJÄLLAND;Outdoor furniture;1010.0;leaguel255@gmail.com
2112;2112;FRÖSÖN;Outdoor furniture;35.0;leaguel255@gmail.com
2113;2113;MAMMUT;Outdoor furniture;59.0;leaguel255@gmail.com
2114;2114;MAMMUT;Outdoor furniture;29.0;leaguel255@gmail.com
2115;2115;HAVSTEN;Outdoor furniture;1075.0;leaguel255@gmail.com
2116;2116;HAVSTEN;Outdoor furniture;3120.0;leaguel255@gmail.com
2117;2117;HAVSTEN;Outdoor furniture;225.0;leaguel255@gmail.com
2118;2118;SJÄLLAND;Outdoor furniture;1676.0;leaguel255@gmail.com
2119;2119;KUDDARNA;Outdoor furniture;49.0;leaguel255@gmail.com
2120;2120;SOLLERÖN;Outdoor furniture;2832.0;leaguel255@gmail.com
2121;2121;DUVHOLMEN;Outdoor furniture;30.0;leaguel255@gmail.com
2122;2122;HAVSTEN;Outdoor furniture;2025.0;leaguel255@gmail.com
2123;2123;SJÄLLAND;Outdoor furniture;2616.4;leaguel255@gmail.com
2124;2124;KUNGSHOLMEN;Outdoor furniture;575.0;leaguel255@gmail.com
2125;2125;SOLLERÖN;Outdoor furniture;1247.0;leaguel255@gmail.com
2126;2126;HÅLLÖ;Outdoor furniture;149.0;leaguel255@gmail.com
2127;2127;SJÄLLAND;Outdoor furniture;356.0;leaguel255@gmail.com
